key_word,article_id,title,category,author,article_href,content,side_note
wall street crash,24AB32E0-0495-416D-AD80-7916B6721560,Reflections on East-West world views,Biz News/Business News,NA,https://www.thestar.com.my/business/business-news/2015/01/31/reflections-on-eastwest-world-views,,"BUSINESS
Saturday, 31 Jan 2015
12:00 AM MYT
By ANDREW SHENG"
wall street crash,03868E2B-AA9F-44B2-BD45-8CB24E0B0917,Decline and fall of  the West,Business/Business News,NA,https://www.thestar.com.my/business/business-news/2013/11/23/decline-and-fall-of-the-west,"It needs to get a grip as it affects the rest of the world
THE decline of the West is not cause for celebration. It is a matter of concern. The diminution of global output, or the slowdown in growth of the global economy, affects every part of the world. How much better everyone would be if the West was not in decline.","BUSINESS
Saturday, 23 Nov 2013
12:00 AM MYT
By Comment TAN SRI DR MUNIR MAJID"
wall street crash,D8F6D818-CA97-42D8-9065-079E8AB28334,Airbus vs Boeing: a battery of problems,Business/Business News,NA,https://www.thestar.com.my/business/business-news/2013/03/30/airbus-vs-boeing-a-battery-of-problems,"The transatlantic David vs Goliath rivalry continues as the A380 and B787 get airborne but not without considerable hitches.
ONE is voluptuous and voluminous, combining the fulsome curves of a 1960s Playboy model with the polish and poise of a portly dowager. Critics describe her as a “dinosaur”.","BUSINESS
Saturday, 30 Mar 2013
12:00 AM MYT
By COMMENT"
wall street crash,712FAC65-F5AF-4A33-8CA8-D3CA9B8CA657,Lithuanian voters to give harsh verdict on austerity,News/World,NA,https://www.thestar.com.my/news/world/2012/10/14/lithuanian-voters-to-give-harsh-verdict-on-austerity,"VILNIUS (Reuters) - Lithuanians are likely to eject their centre-right government in an election on Sunday that could be a taste of what awaits other European leaders forced by the financial crisis to implement unpopular austerity measures.
An ex-Soviet state of about three million people, Lithuania crashed hard when the crisis hit four years ago. It made tough budget cuts in response and is now returning to economic health - but too late for voters fed up with belt-tightening.","WORLD
Sunday, 14 Oct 2012
12:00 AM MYT
By Andrius Sytas and Christian Lowe"
wall street crash,26403D4A-C006-4344-8D71-3D1BDFD8672D,Lithuanian voters to give harsh verdict on austerity,News/World,NA,https://www.thestar.com.my/news/world/2012/10/13/lithuanian-voters-to-give-harsh-verdict-on-austerity,"VILNIUS (Reuters) - Lithuanians are likely to eject their centre-right government in an election on Sunday that could be a taste of what awaits other European leaders forced by the financial crisis to implement unpopular austerity measures.
An ex-Soviet state of 3.5 million people, Lithuania crashed hard when the crisis hit four years ago. It made tough budget cuts in response and is now returning to economic health - but too late for voters fed up with belt-tightening.","WORLD
Saturday, 13 Oct 2012
12:00 AM MYT
By Andrius Sytas and Christian Lowe"
wall street crash,B6D275B6-D1E5-4451-9A1F-429072906956,"Poland considers ""guarantee fund"" to solve debt quandary",News/World,NA,https://www.thestar.com.my/news/world/2012/10/04/poland-considers-guarantee-fund-to-solve-debt-quandary,,"WORLD
Thursday, 04 Oct 2012
12:00 AM MYT
By Karolina Slowikowska"
wall street crash,7CD59C0F-9AA2-4693-A946-B5DAFEA73694,"James Murdoch faces BSkyB board, doubts about role",News/World,NA,https://www.thestar.com.my/news/world/2011/07/28/james-murdoch-faces-bskyb-board-doubts-about-role,"LONDON (Reuters) - James Murdoch looks set to survive a board meeting of BSkyB on Thursday even as questions multiply from other quarters over whether his role in a phone-hacking scandal leave him a fit chairman of the satellite broadcaster.
It will be the first meeting of the BSkyB board since the crisis forced News Corp to close the News of the World newspaper, drop a $12 billion bid for BSkyB and offer up James and his father Rupert to answer questions in the British parliament.","WORLD
Thursday, 28 Jul 2011
12:00 AM MYT
By Georgina Prodhan and And Sinead Cruise"
wall street crash,B2ED15AE-1187-4BA6-ABEA-017C467D2D29,James Murdoch confirmed as BSkyB chairman,News/World,NA,https://www.thestar.com.my/news/world/2011/07/28/james-murdoch-confirmed-as-bskyb-chairman,,"WORLD
Thursday, 28 Jul 2011
12:00 AM MYT
By Georgina Prodhan"
wall street crash,4596F4AC-7F89-4A6C-B7CD-E0EC10B2D391,"James Murdoch faces BSkyB board, doubts about role",News/World,NA,https://www.thestar.com.my/news/world/2011/07/28/james-murdoch-faces-bskyb-board-doubts-about-role_1,"LONDON (Reuters) - James Murdoch looks set to survive a board meeting of BSkyB on Thursday even as questions multiply from other quarters over whether his role in a phone-hacking scandal leave him a fit chairman of the satellite broadcaster.
It will be the first meeting of the BSkyB board since the crisis forced News Corp to close the News of the World newspaper, drop a $12 billion bid for BSkyB and offer up James and his father Rupert to answer questions in the British parliament.","WORLD
Thursday, 28 Jul 2011
12:00 AM MYT
By Georgina Prodhan and And Sinead Cruise"
wall street crash,741C58E7-A6F7-4029-8C43-0F1FB4621E90,"Financier, art patron Neuberger dies at 107",Business/Business News,NA,https://www.thestar.com.my/business/business-news/2010/12/27/financier-art-patron-neuberger-dies-at-107,,"BUSINESS
Monday, 27 Dec 2010
12:00 AM MYT"
wall street crash,FBC9D124-CFC5-4E39-A201-09C5405F0843,German town looks to state for lifeline,News/World,NA,https://www.thestar.com.my/news/world/2009/04/09/german-town-looks-to-state-for-lifeline,,"WORLD
Thursday, 09 Apr 2009
12:00 AM MYT
By Eva Kuehnen"
wall street crash,9A47797D-58D7-4F02-9FDC-4CC26D7C6EF9,"McCain tries fresh comeback bid, Obama up on economy",News/World,NA,https://www.thestar.com.my/news/world/2008/10/14/mccain-tries-fresh-comeback-bid-obama-up-on-economy,,"WORLD
Tuesday, 14 Oct 2008
12:00 AM MYT
By Matt Spetalnick"
wall street crash,0649241B-B6CF-4C3D-9A9C-A3D6F48DA4DE,"With Wall Street in turmoil, some turn to religion",News/World,NA,https://www.thestar.com.my/news/world/2008/09/23/with-wall-street-in-turmoil-some-turn-to-religion,,"WORLD
Tuesday, 23 Sep 2008
12:00 AM MYT
By Christine Kearney"
wall street crash,BA89ECBD-4D14-4E8A-9AB2-F2BE0D8147CE,The museum on Wall Street,News/Community,NA,https://www.thestar.com.my/news/community/2008/01/18/the-museum-on-wall-street,"$$$. It is the symbol for money – something that many covet and dream about, especially those fat bonuses earned by Wall Street executives and bankers. 
One law firm there reportedly paid special bonuses of US$10,000 to US$50,000 to its associate lawyers, besides their regular bonuses of between US$35,000 and US$60,000. ","COMMUNITY
Friday, 18 Jan 2008
12:00 AM MYT
By Tale Of Two Cities: New York FOO YEE PING"
wall street crash,BA89ECBD-4D14-4E8A-9AB2-F2BE0D8147CE,The museum on Wall Street,News/Community,NA,https://www.thestar.com.my/news/community/2008/01/18/the-museum-on-wall-street,,
wall street crash,6C21F3BE-662E-4D52-9D57-DA049C2087FD,The astrologer’s prophecy,Lifestyle,NA,https://www.thestar.com.my/2007/09/16/the-astrologers-prophecy,,
wall street crash,6C21F3BE-662E-4D52-9D57-DA049C2087FD,The astrologer’s prophecy,Lifestyle,NA,https://www.thestar.com.my/2007/09/16/the-astrologers-prophecy,,
wall street crash,AC5D4397-2EEE-486C-AB11-ABCEED451A7D,A disservice to customers,Lifestyle,NA,https://www.thestar.com.my/2006/04/23/a-disservice-to-customers,,
wall street crash,B3060480-7ABA-440C-B314-74418296EDA8,Tokyo stocks face more turbulence,Business/Business News,NA,https://www.thestar.com.my/business/business-news/2005/10/10/tokyo-stocks-face-more-turbulence,"STOCKS face further turbulence this week with a rush of US earning releases set to determine whether a recent correction spurred by inflation worries has run its course, analysts said. 
The Tokyo market endured a roller-coaster ride last week, reaching new four-year highs before sliding in tandem with US markets as inflation warnings from US central bankers set the scene for further interest rate rises there. ","BUSINESS
Monday, 10 Oct 2005
12:00 AM MYT"
wall street crash,737562F2-6B92-4101-8368-B576B9BBF899,Market recovery liquidity driven,Business/Business News,NA,https://www.thestar.com.my/business/business-news/2003/06/27/market-recovery-liquidity-driven,,"BUSINESS
Friday, 27 Jun 2003
12:00 AM MYT"
wall street crash,666F6143-3853-4F21-9EB1-388702F467DB,"World champ Ebdon, Fu  victims of the Crucible curse",Sport/Other Sport,NA,https://www.thestar.com.my/sport/other-sport/2003/05/02/world-champ-ebdon-fu--victims-of-the-crucible-curse,"SHEFFIELD: Defending world champion Peter Ebdon saw his bid to defend his title ended by the curse of the Crucible Theatre here on Wednesday when he was beaten 13-12 by Paul Hunter in a thrilling quarter-final. 
Not since the world championships moved to the Crucible in 1977 has a defending first time champion retained his title the following year. ","OTHER SPORT
Friday, 02 May 2003
12:00 AM MYT"
